"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"15680","United Kingdom",1333.68,1,12,12,78,17.0984615384615,6.5,111.14
"15681","United Kingdom",1426.16,4,12,9,53,26.908679245283,5.88888888888889,158.462222222222
"15683","United Kingdom",193.75,9,9,1,10,19.375,10,193.75
"15687","United Kingdom",2741.51,2,12,11,154,17.802012987013,14,249.228181818182
"15689","United Kingdom",254.1,1,9,9,9,28.2333333333333,1,28.2333333333333
"15690","United Kingdom",111,9,9,1,8,13.875,8,111
"15691","United Kingdom",136.8,5,5,1,2,68.4,2,136.8
"15692","United Kingdom",191.04,12,12,1,12,15.92,12,191.04
"15694","United Kingdom",5607.72,1,12,12,71,78.9819718309859,5.91666666666667,467.31
"15695","United Kingdom",409.98,4,4,1,22,18.6354545454545,22,409.98
"15696","United Kingdom",2736.46,2,12,11,171,16.0026900584795,15.5454545454545,248.769090909091
"15699","United Kingdom",309.65,12,12,1,18,17.2027777777778,18,309.65
"15700","United Kingdom",696.68,7,7,1,86,8.10093023255814,86,696.68
"15701","United Kingdom",1223.2,9,11,3,208,5.88076923076923,69.3333333333333,407.733333333333
"15703","United Kingdom",211.5,4,4,1,5,42.3,5,211.5
"15704","United Kingdom",2293.62,6,8,3,117,19.6035897435897,39,764.54
"15705","United Kingdom",143.1,6,6,1,6,23.85,6,143.1
"15706","United Kingdom",1060.56,9,11,3,55,19.2829090909091,18.3333333333333,353.52
"15707","United Kingdom",945.58,10,12,3,214,4.41859813084112,71.3333333333333,315.193333333333
"15708","United Kingdom",3364.24,1,11,11,288,11.6813888888889,26.1818181818182,305.84
"15709","United Kingdom",133.25,4,4,1,6,22.2083333333333,6,133.25
"15712","United Kingdom",1072.36,3,12,10,53,20.2332075471698,5.3,107.236
"15713","United Kingdom",356.7,1,8,8,19,18.7736842105263,2.375,44.5875
"15714","United Kingdom",330.88,10,12,3,35,9.45371428571429,11.6666666666667,110.293333333333
"15716","United Kingdom",1118.81,1,8,8,118,9.4814406779661,14.75,139.85125
"15717","United Kingdom",150.3,5,5,1,7,21.4714285714286,7,150.3
"15719","United Kingdom",5045.61,2,12,11,937,5.38485592315902,85.1818181818182,458.691818181818
"15720","United Kingdom",598.73,12,12,1,128,4.677578125,128,598.73
"15721","United Kingdom",507.08,12,12,1,91,5.57230769230769,91,507.08
"15722","United Kingdom",2222.56,3,12,10,69,32.2110144927536,6.9,222.256
"15723","United Kingdom",203.1,1,1,1,41,4.95365853658537,41,203.1
"15724","United Kingdom",218.25,3,6,4,11,19.8409090909091,2.75,54.5625
"15725","United Kingdom",415.25,12,12,1,32,12.9765625,32,415.25
"15727","United Kingdom",5178.96,1,12,12,302,17.1488741721854,25.1666666666667,431.58
"15729","United Kingdom",85,6,6,1,5,17,5,85
"15730","United Kingdom",1120.88,6,11,6,70,16.0125714285714,11.6666666666667,186.813333333333
"15732","United Kingdom",294.12,1,6,6,14,21.0085714285714,2.33333333333333,49.02
"15733","United Kingdom",162.3,4,4,1,10,16.23,10,162.3
"15734","United Kingdom",1339.45,6,9,4,26,51.5173076923077,6.5,334.8625
"15737","United Kingdom",1205.12,5,12,8,72,16.7377777777778,9,150.64
"15738","United Kingdom",4812.42,1,12,12,173,27.8174566473988,14.4166666666667,401.035
"15739","United Kingdom",449.12,11,11,1,8,56.14,8,449.12
"15740","United Kingdom",154.88,11,11,1,9,17.2088888888889,9,154.88
"15743","United Kingdom",784.46,7,12,6,88,8.91431818181818,14.6666666666667,130.743333333333
"15744","United Kingdom",34.8,10,10,1,3,11.6,3,34.8
"15745","United Kingdom",1094.59,5,12,8,62,17.6546774193548,7.75,136.82375
"15746","United Kingdom",196.88,8,8,1,28,7.03142857142857,28,196.88
"15747","United Kingdom",974.04,7,12,6,93,10.4735483870968,15.5,162.34
"15748","United Kingdom",149.31,11,11,1,21,7.11,21,149.31
"15749","United Kingdom",44534.3,2,5,4,10,4453.43,2.5,11133.575
"15750","United Kingdom",2125.09,1,12,12,274,7.75580291970803,22.8333333333333,177.090833333333
"15752","United Kingdom",2637.38,1,11,11,411,6.41698296836983,37.3636363636364,239.761818181818
"15753","United Kingdom",79.2,3,3,1,1,79.2,1,79.2
"15754","United Kingdom",458.57,5,11,7,28,16.3775,4,65.51
"15755","United Kingdom",2364.25,3,12,10,141,16.7677304964539,14.1,236.425
"15756","United Kingdom",532.96,5,11,7,192,2.77583333333333,27.4285714285714,76.1371428571429
"15757","United Kingdom",714.42,6,11,6,45,15.876,7.5,119.07
"15758","United Kingdom",205.25,12,12,1,9,22.8055555555556,9,205.25
"15759","United Kingdom",253.04,1,6,6,7,36.1485714285714,1.16666666666667,42.1733333333333
"15762","United Kingdom",583.75,10,11,2,37,15.777027027027,18.5,291.875
"15763","United Kingdom",1086.92,10,12,3,61,17.8183606557377,20.3333333333333,362.306666666667
"15764","United Kingdom",3279.97,4,10,7,180,18.2220555555556,25.7142857142857,468.567142857143
"15766","United Kingdom",315.06,11,11,1,11,28.6418181818182,11,315.06
"15768","United Kingdom",621.83,5,9,5,27,23.0307407407407,5.4,124.366
"15769","United Kingdom",52848.72,1,12,12,122,433.186229508197,10.1666666666667,4404.06
"15774","United Kingdom",270.8,11,11,1,25,10.832,25,270.8
"15775","United Kingdom",104.9,5,5,1,7,14.9857142857143,7,104.9
"15776","United Kingdom",241.62,8,8,1,18,13.4233333333333,18,241.62
"15777","United Kingdom",1047.11,1,5,5,21,49.8623809523809,4.2,209.422
"15780","United Kingdom",475.28,1,7,7,29,16.3889655172414,4.14285714285714,67.8971428571429
"15781","United Kingdom",345.46,3,12,10,20,17.273,2,34.546
"15782","United Kingdom",2614.74,10,12,3,43,60.8079069767442,14.3333333333333,871.58
"15783","United Kingdom",246.3,12,12,1,14,17.5928571428571,14,246.3
"15785","United Kingdom",2328.97,3,12,10,83,28.0598795180723,8.3,232.897
"15786","United Kingdom",4932.2,9,11,3,267,18.47265917603,89,1644.06666666667
"15787","United Kingdom",948.05,11,12,2,206,4.60218446601942,103,474.025
"15789","United Kingdom",351.3,1,1,1,25,14.052,25,351.3
"15790","United Kingdom",220.85,12,12,1,35,6.31,35,220.85
"15791","United Kingdom",1612.69,6,11,6,75,21.5025333333333,12.5,268.781666666667
"15793","United Kingdom",965.61,4,12,9,12,80.4675,1.33333333333333,107.29
"15795","United Kingdom",610.01,8,8,1,42,14.5240476190476,42,610.01
"15796","United Kingdom",2263.91,3,12,10,116,19.5164655172414,11.6,226.391
"15797","United Kingdom",2207.4,2,9,8,8,275.925,1,275.925
"15799","United Kingdom",884.14,2,10,9,98,9.02183673469388,10.8888888888889,98.2377777777778
"15800","United Kingdom",699.08,5,9,5,119,5.8746218487395,23.8,139.816
"15801","United Kingdom",1063.95,9,11,3,64,16.62421875,21.3333333333333,354.65
"15802","United Kingdom",451.42,8,8,1,1,451.42,1,451.42
"15803","United Kingdom",415.82,11,11,1,8,51.9775,8,415.82
"15804","United Kingdom",3877.34,6,12,7,242,16.0220661157025,34.5714285714286,553.905714285714
"15805","United Kingdom",5528.48,1,12,12,301,18.3670431893688,25.0833333333333,460.706666666667
"15806","United Kingdom",784.58,4,11,8,31,25.3090322580645,3.875,98.0725
"15807","United Kingdom",903.9,10,11,2,48,18.83125,24,451.95
"15808","United Kingdom",3734.97,1,3,3,208,17.9565865384615,69.3333333333333,1244.99
"15809","United Kingdom",515.77,3,12,10,35,14.7362857142857,3.5,51.577
"15810","United Kingdom",1391.98,3,10,8,89,15.6402247191011,11.125,173.9975
"15811","United Kingdom",2218.62,1,12,12,133,16.6813533834586,11.0833333333333,184.885
"15812","United Kingdom",1801.14,2,9,8,41,43.930243902439,5.125,225.1425
"15813","United Kingdom",1303.91,5,6,2,40,32.59775,20,651.955
"15814","United Kingdom",1945.33,11,12,2,72,27.0184722222222,36,972.665
"15815","United Kingdom",2100.6,4,11,8,49,42.869387755102,6.125,262.575
"15819","United Kingdom",1905.45,4,11,8,123,15.4914634146341,15.375,238.18125
"15820","United Kingdom",206.98,2,2,1,17,12.1752941176471,17,206.98
"15821","United Kingdom",570.96,11,11,1,62,9.20903225806452,62,570.96
"15822","United Kingdom",440.2,1,1,1,16,27.5125,16,440.2
"15823","United Kingdom",15,1,1,1,1,15,1,15
"15825","United Kingdom",532.94,7,7,1,20,26.647,20,532.94
"15826","United Kingdom",1654.31,6,11,6,68,24.3280882352941,11.3333333333333,275.718333333333
"15827","United Kingdom",1836.09,1,10,10,115,15.966,11.5,183.609
"15829","United Kingdom",636.14,8,10,3,51,12.4733333333333,17,212.046666666667
"15830","United Kingdom",576,12,12,1,39,14.7692307692308,39,576
"15831","United Kingdom",801.76,2,11,10,68,11.7905882352941,6.8,80.176
"15832","United Kingdom",836.79,4,4,1,54,15.4961111111111,54,836.79
"15834","United Kingdom",2233.75,4,10,7,273,8.18223443223443,39,319.107142857143
"15835","United Kingdom",954.09,2,11,10,50,19.0818,5,95.409
"15836","United Kingdom",137.37,11,11,1,10,13.737,10,137.37
"15837","United Kingdom",391.98,11,11,1,24,16.3325,24,391.98
"15838","United Kingdom",33643.08,1,12,12,167,201.455568862275,13.9166666666667,2803.59
"15839","United Kingdom",1048.49,8,12,5,62,16.9111290322581,12.4,209.698
"15840","United Kingdom",355.56,7,11,5,27,13.1688888888889,5.4,71.112
"15841","United Kingdom",1224.06,2,10,9,47,26.043829787234,5.22222222222222,136.006666666667
"15843","United Kingdom",118.95,3,3,1,8,14.86875,8,118.95
"15844","United Kingdom",130.74,11,11,1,11,11.8854545454545,11,130.74
"15845","United Kingdom",3711.77,2,12,11,138,26.896884057971,12.5454545454545,337.433636363636
"15847","United Kingdom",389.27,3,12,10,22,17.6940909090909,2.2,38.927
"15850","United Kingdom",238.85,7,12,6,97,2.46237113402062,16.1666666666667,39.8083333333333
"15852","United Kingdom",160.71,6,7,2,22,7.305,11,80.355
"15853","United Kingdom",110.8,11,11,1,30,3.69333333333333,30,110.8
"15854","United Kingdom",2839.94,1,10,10,101,28.1182178217822,10.1,283.994
"15855","United Kingdom",712.24,4,8,5,80,8.903,16,142.448
"15856","United Kingdom",13276.87,1,11,11,541,24.5413493530499,49.1818181818182,1206.98818181818
"15857","United Kingdom",297,12,12,1,14,21.2142857142857,14,297
"15858","United Kingdom",1438.85,1,12,12,191,7.53324607329843,15.9166666666667,119.904166666667
"15860","United Kingdom",977.21,1,11,11,142,6.88176056338028,12.9090909090909,88.8372727272727
"15861","United Kingdom",3165.36,4,12,9,546,5.79736263736264,60.6666666666667,351.706666666667
"15862","United Kingdom",659.73,1,9,9,100,6.5973,11.1111111111111,73.3033333333333
"15863","United Kingdom",68.84,6,12,7,18,3.82444444444444,2.57142857142857,9.83428571428571
"15864","United Kingdom",1936.32,2,12,11,20,96.816,1.81818181818182,176.029090909091
"15865","United Kingdom",895.13,6,11,6,40,22.37825,6.66666666666667,149.188333333333
"15866","United Kingdom",230.53,9,9,1,45,5.12288888888889,45,230.53
"15867","United Kingdom",3527.06,1,12,12,424,8.31853773584906,35.3333333333333,293.921666666667
"15869","United Kingdom",149.64,4,4,1,15,9.976,15,149.64
"15870","United Kingdom",354.09,12,12,1,76,4.65907894736842,76,354.09
"15872","United Kingdom",360.93,12,12,1,128,2.819765625,128,360.93
"15874","United Kingdom",4405.88,3,11,9,120,36.7156666666667,13.3333333333333,489.542222222222
"15877","United Kingdom",242.26,12,12,1,109,2.22256880733945,109,242.26
"15880","United Kingdom",343.28,1,1,1,105,3.26933333333333,105,343.28
"15881","United Kingdom",501.39,1,2,2,29,17.2893103448276,14.5,250.695
"15882","United Kingdom",516.36,1,6,6,23,22.4504347826087,3.83333333333333,86.06
"15883","United Kingdom",143.76,12,12,1,20,7.188,20,143.76
"15885","United Kingdom",379.35,3,10,8,18,21.075,2.25,47.41875
"15886","United Kingdom",181.09,11,11,1,12,15.0908333333333,12,181.09
"15888","United Kingdom",168.31,10,10,1,12,14.0258333333333,12,168.31
"15889","United Kingdom",446.87,1,8,8,93,4.80505376344086,11.625,55.85875
"15891","United Kingdom",524.52,5,5,1,62,8.46,62,524.52
"15894","United Kingdom",263.55,1,4,4,41,6.42804878048781,10.25,65.8875
"15895","United Kingdom",179.17,8,8,1,11,16.2881818181818,11,179.17
"15897","United Kingdom",222.05,6,6,1,24,9.25208333333333,24,222.05
"15898","United Kingdom",1002.99,1,5,5,74,13.5539189189189,14.8,200.598
"15899","United Kingdom",56.25,1,1,1,4,14.0625,4,56.25
"15900","United Kingdom",351.11,12,12,1,51,6.88450980392157,51,351.11
"15901","United Kingdom",363.88,8,12,5,116,3.13689655172414,23.2,72.776
"15903","United Kingdom",5126.76,3,12,10,74,69.2805405405405,7.4,512.676
"15906","United Kingdom",1567.69,4,12,9,150,10.4512666666667,16.6666666666667,174.187777777778
"15907","United Kingdom",529.52,6,7,2,123,4.3050406504065,61.5,264.76
"15909","United Kingdom",191.94,7,7,1,7,27.42,7,191.94
"15910","United Kingdom",1098.83,2,12,11,247,4.4487044534413,22.4545454545455,99.8936363636364
"15912","United Kingdom",264.62,5,7,3,19,13.9273684210526,6.33333333333333,88.2066666666667
"15916","United Kingdom",1528.09,1,12,12,155,9.85864516129032,12.9166666666667,127.340833333333
"15917","United Kingdom",123.1,5,5,1,12,10.2583333333333,12,123.1
"15918","United Kingdom",334.23,4,7,4,40,8.35575,10,83.5575
"15919","United Kingdom",639.89,1,12,12,143,4.47475524475524,11.9166666666667,53.3241666666667
"15920","United Kingdom",167.5,8,8,1,60,2.79166666666667,60,167.5
"15921","United Kingdom",336.03,7,7,1,25,13.4412,25,336.03
"15922","United Kingdom",369.5,1,1,1,11,33.5909090909091,11,369.5
"15923","United Kingdom",127.08,1,1,1,21,6.05142857142857,21,127.08
"15925","United Kingdom",207.15,6,6,1,12,17.2625,12,207.15
"15930","United Kingdom",426.63,11,11,1,21,20.3157142857143,21,426.63
"15932","United Kingdom",2195.65,3,10,8,95,23.1121052631579,11.875,274.45625
"15933","United Kingdom",1107.46,10,12,3,74,14.9656756756757,24.6666666666667,369.153333333333
"15935","United Kingdom",416.86,5,5,1,12,34.7383333333333,12,416.86
"15937","United Kingdom",145.35,11,11,1,7,20.7642857142857,7,145.35
"15938","United Kingdom",404.58,2,9,8,18,22.4766666666667,2.25,50.5725
"15939","United Kingdom",6115.01,2,10,9,76,80.4606578947368,8.44444444444444,679.445555555556
"15940","United Kingdom",35.8,3,3,1,1,35.8,1,35.8
"15942","United Kingdom",337.44,8,8,1,14,24.1028571428571,14,337.44
"15944","United Kingdom",325.1,4,4,1,6,54.1833333333333,6,325.1
"15945","United Kingdom",181,1,1,1,2,90.5,2,181
"15947","United Kingdom",1708.24,10,10,1,29,58.9048275862069,29,1708.24
"15948","United Kingdom",644.24,11,11,1,40,16.106,40,644.24
"15949","United Kingdom",364.72,10,12,3,19,19.1957894736842,6.33333333333333,121.573333333333
"15950","United Kingdom",1765.51,1,12,12,98,18.0154081632653,8.16666666666667,147.125833333333
"15951","United Kingdom",375.17,3,3,1,22,17.0531818181818,22,375.17
"15952","United Kingdom",806.57,5,12,8,91,8.86340659340659,11.375,100.82125
"15953","United Kingdom",1659.38,1,12,12,98,16.9324489795918,8.16666666666667,138.281666666667
"15955","United Kingdom",4416.26,1,12,12,183,24.1325683060109,15.25,368.021666666667
"15957","United Kingdom",428.89,12,12,1,42,10.2116666666667,42,428.89
"15958","United Kingdom",104.35,10,10,1,7,14.9071428571429,7,104.35
"15963","United Kingdom",470.76,11,12,2,28,16.8128571428571,14,235.38
"15965","United Kingdom",845.64,1,12,12,122,6.93147540983607,10.1666666666667,70.47
"15967","United Kingdom",418.83,2,12,11,84,4.98607142857143,7.63636363636364,38.0754545454545
"15969","United Kingdom",531.1,7,11,5,16,33.19375,3.2,106.22
"15970","United Kingdom",314.1,3,3,1,11,28.5545454545455,11,314.1
"15971","United Kingdom",4199.85,3,12,10,35,119.995714285714,3.5,419.985
"15973","United Kingdom",307.82,1,1,1,4,76.955,4,307.82
"15974","United Kingdom",3442.15,3,11,9,176,19.5576704545455,19.5555555555556,382.461111111111
"15975","United Kingdom",371.01,10,10,1,24,15.45875,24,371.01
"15976","United Kingdom",430.94,6,7,2,98,4.39734693877551,49,215.47
"15977","United Kingdom",1054.73,11,12,2,65,16.2266153846154,32.5,527.365
"15978","United Kingdom",1098.78,10,10,1,49,22.4240816326531,49,1098.78
"15980","United Kingdom",2398.86,4,10,7,43,55.7874418604651,6.14285714285714,342.694285714286
"15981","United Kingdom",3408.48,3,12,10,97,35.1389690721649,9.7,340.848
"15983","United Kingdom",1475.02,1,12,12,113,13.0532743362832,9.41666666666667,122.918333333333
"15984","United Kingdom",2091.96,1,10,10,217,9.64036866359447,21.7,209.196
"15985","United Kingdom",1142.42,5,9,5,37,30.8762162162162,7.4,228.484
"15986","United Kingdom",168.12,12,12,1,14,12.0085714285714,14,168.12
"15987","United Kingdom",1451.28,1,12,12,140,10.3662857142857,11.6666666666667,120.94
"15988","United Kingdom",158.03,12,12,1,27,5.85296296296296,27,158.03
"15990","United Kingdom",792.11,3,11,9,52,15.2328846153846,5.77777777777778,88.0122222222222
"15993","United Kingdom",2562.13,11,12,2,517,4.95576402321083,258.5,1281.065
"15994","United Kingdom",427.07,11,11,1,35,12.202,35,427.07
"15996","United Kingdom",1060.68,1,10,10,130,8.15907692307692,13,106.068
"15998","United Kingdom",3089.97,1,12,12,506,6.10666007905138,42.1666666666667,257.4975
"16003","United Kingdom",2735.37,1,12,12,103,26.5569902912621,8.58333333333333,227.9475
"16005","United Kingdom",615.39,4,12,9,218,2.82288990825688,24.2222222222222,68.3766666666667
"16006","United Kingdom",101.4,6,6,1,8,12.675,8,101.4
"16007","United Kingdom",1701.94,6,11,6,385,4.42062337662338,64.1666666666667,283.656666666667
"16008","United Kingdom",478.78,6,12,7,33,14.5084848484848,4.71428571428571,68.3971428571429
"16009","United Kingdom",992.71,8,12,5,90,11.0301111111111,18,198.542
"16010","United Kingdom",407.5,1,5,5,86,4.73837209302326,17.2,81.5
"16011","United Kingdom",2968.79,1,12,12,198,14.9938888888889,16.5,247.399166666667
"16012","United Kingdom",1415.29,8,12,5,94,15.0562765957447,18.8,283.058
"16013","United Kingdom",34486.88,1,12,12,121,285.015537190083,10.0833333333333,2873.90666666667
"16014","United Kingdom",662.38,3,12,10,145,4.56813793103448,14.5,66.238
"16015","United Kingdom",502.29,11,12,2,141,3.56234042553191,70.5,251.145
"16016","United Kingdom",1368.16,1,12,12,202,6.77306930693069,16.8333333333333,114.013333333333
"16017","United Kingdom",211.88,11,11,1,32,6.62125,32,211.88
"16018","United Kingdom",408.9,7,11,5,28,14.6035714285714,5.6,81.78
"16019","United Kingdom",3786.24,1,11,11,160,23.664,14.5454545454545,344.203636363636
"16020","United Kingdom",851.01,11,12,2,46,18.5002173913043,23,425.505
"16022","United Kingdom",628.28,4,4,1,76,8.26684210526316,76,628.28
"16023","United Kingdom",719.81,4,11,8,101,7.12683168316832,12.625,89.97625
"16024","United Kingdom",251.24,12,12,1,64,3.925625,64,251.24
"16025","United Kingdom",439.66,12,12,1,28,15.7021428571429,28,439.66
"16026","United Kingdom",236.09,11,11,1,32,7.3778125,32,236.09
"16027","United Kingdom",934.62,3,10,8,16,58.41375,2,116.8275
"16029","United Kingdom",81024.84,1,12,12,242,334.813388429752,20.1666666666667,6752.07
"16030","United Kingdom",331.24,3,3,1,29,11.4220689655172,29,331.24
"16031","United Kingdom",548.94,5,10,6,100,5.4894,16.6666666666667,91.49
"16033","United Kingdom",8394.53,1,12,12,1064,7.88959586466166,88.6666666666667,699.544166666667
"16034","United Kingdom",437.7,2,6,5,22,19.8954545454545,4.4,87.54
"16036","United Kingdom",758.92,4,10,7,55,13.7985454545455,7.85714285714286,108.417142857143
"16037","United Kingdom",855.02,1,4,4,39,21.9235897435897,9.75,213.755
"16038","United Kingdom",393.33,6,7,2,23,17.1013043478261,11.5,196.665
"16040","United Kingdom",1313.55,4,11,8,65,20.2084615384615,8.125,164.19375
"16041","United Kingdom",3166.4,8,12,5,6,527.733333333333,1.2,633.28
"16042","United Kingdom",1197.27,2,12,11,71,16.8629577464789,6.45454545454545,108.842727272727
"16043","United Kingdom",773.99,2,12,11,39,19.8458974358974,3.54545454545455,70.3627272727273
"16045","United Kingdom",1340.7,3,9,7,83,16.1530120481928,11.8571428571429,191.528571428571
"16048","United Kingdom",256.44,1,1,1,8,32.055,8,256.44
"16049","United Kingdom",1111.79,10,11,2,312,3.56342948717949,156,555.895
"16050","United Kingdom",137.9,7,7,1,10,13.79,10,137.9
"16052","United Kingdom",362.06,11,11,1,34,10.6488235294118,34,362.06
"16053","United Kingdom",1511.95,9,12,4,84,17.9994047619048,21,377.9875
"16054","United Kingdom",783.9,8,8,1,70,11.1985714285714,70,783.9
"16055","United Kingdom",134.8,6,6,1,8,16.85,8,134.8
"16056","United Kingdom",664.85,11,11,1,68,9.77720588235294,68,664.85
"16057","United Kingdom",2263.12,3,12,10,121,18.7034710743802,12.1,226.312
"16059","United Kingdom",1459.86,1,11,11,180,8.11033333333333,16.3636363636364,132.714545454545
"16062","United Kingdom",1153.62,1,12,12,64,18.0253125,5.33333333333333,96.135
"16063","United Kingdom",335.32,4,4,1,23,14.5791304347826,23,335.32
"16065","United Kingdom",372.09,1,1,1,74,5.02824324324324,74,372.09
"16066","United Kingdom",1521.87,9,12,4,102,14.9202941176471,25.5,380.4675
"16070","United Kingdom",852.15,12,12,1,33,25.8227272727273,33,852.15
"16071","United Kingdom",326.24,11,11,1,21,15.5352380952381,21,326.24
"16072","United Kingdom",584.32,3,3,1,23,25.4052173913044,23,584.32
"16073","United Kingdom",122.4,3,3,1,1,122.4,1,122.4
"16076","United Kingdom",2073.75,6,12,7,122,16.9979508196721,17.4285714285714,296.25
"16078","United Kingdom",79.2,4,4,1,1,79.2,1,79.2
"16079","United Kingdom",1352,11,12,2,21,64.3809523809524,10.5,676
"16080","United Kingdom",217.16,4,10,7,10,21.716,1.42857142857143,31.0228571428571
"16081","United Kingdom",2806.9,1,11,11,227,12.3651982378855,20.6363636363636,255.172727272727
"16083","United Kingdom",1317.62,1,9,9,31,42.5038709677419,3.44444444444444,146.402222222222
"16084","United Kingdom",436.18,3,3,1,38,11.4784210526316,38,436.18
"16085","United Kingdom",981.51,2,12,11,167,5.87730538922156,15.1818181818182,89.2281818181818
"16086","United Kingdom",1121.39,1,11,11,39,28.7535897435897,3.54545454545455,101.944545454545
"16091","United Kingdom",315.06,6,8,3,18,17.5033333333333,6,105.02
"16092","United Kingdom",817.86,4,9,6,51,16.0364705882353,8.5,136.31
"16093","United Kingdom",17,9,9,1,1,17,1,17
"16094","United Kingdom",1078.23,6,12,7,63,17.1147619047619,9,154.032857142857
"16096","United Kingdom",320.62,4,4,1,12,26.7183333333333,12,320.62
"16097","United Kingdom",185.05,5,5,1,10,18.505,10,185.05
"16098","United Kingdom",2005.63,1,10,10,67,29.934776119403,6.7,200.563
"16099","United Kingdom",731.9,5,11,7,39,18.7666666666667,5.57142857142857,104.557142857143
"16101","United Kingdom",1290.7,10,10,1,76,16.9828947368421,76,1290.7
"16102","United Kingdom",1842.14,9,11,3,57,32.3182456140351,19,614.046666666667
"16103","United Kingdom",1413.14,5,10,6,47,30.0668085106383,7.83333333333333,235.523333333333
"16104","United Kingdom",302.36,11,11,1,29,10.4262068965517,29,302.36
"16105","United Kingdom",336.96,5,5,1,13,25.92,13,336.96
"16106","United Kingdom",108.38,11,11,1,6,18.0633333333333,6,108.38
"16107","United Kingdom",3204.16,7,12,6,31,103.36,5.16666666666667,534.026666666667
"16108","United Kingdom",842.5,10,10,1,48,17.5520833333333,48,842.5
"16109","United Kingdom",611.88,3,6,4,18,33.9933333333333,4.5,152.97
"16110","United Kingdom",1337.48,3,11,9,354,3.77819209039548,39.3333333333333,148.608888888889
"16112","United Kingdom",195.74,2,8,7,16,12.23375,2.28571428571429,27.9628571428571
"16113","United Kingdom",161.38,7,7,1,30,5.37933333333333,30,161.38
"16114","United Kingdom",135.75,7,7,1,8,16.96875,8,135.75
"16115","United Kingdom",1667.97,3,12,10,284,5.8731338028169,28.4,166.797
"16116","United Kingdom",612.78,6,6,1,34,18.0229411764706,34,612.78
"16117","United Kingdom",232.21,7,7,1,30,7.74033333333333,30,232.21
"16119","United Kingdom",309.48,10,10,1,11,28.1345454545455,11,309.48
"16120","United Kingdom",1309.14,11,11,1,30,43.638,30,1309.14
"16121","United Kingdom",867.11,6,11,6,212,4.09014150943396,35.3333333333333,144.518333333333
"16122","United Kingdom",684.42,1,10,10,38,18.0110526315789,3.8,68.442
"16123","United Kingdom",307.78,11,11,1,16,19.23625,16,307.78
"16124","United Kingdom",249,2,2,1,11,22.6363636363636,11,249
"16125","United Kingdom",289.35,1,1,1,13,22.2576923076923,13,289.35
"16126","United Kingdom",6287.77,3,12,10,117,53.7416239316239,11.7,628.777
"16127","United Kingdom",656.25,11,11,1,40,16.40625,40,656.25
"16128","United Kingdom",1880.22,4,12,9,89,21.1260674157303,9.88888888888889,208.913333333333
"16131","United Kingdom",3506.54,5,11,7,78,44.955641025641,11.1428571428571,500.934285714286
"16133","United Kingdom",13651.92,2,12,11,288,47.4025,26.1818181818182,1241.08363636364
"16134","United Kingdom",618.09,1,12,12,35,17.6597142857143,2.91666666666667,51.5075
"16135","United Kingdom",517.55,4,4,1,21,24.6452380952381,21,517.55
"16136","United Kingdom",709.38,4,11,8,37,19.1724324324324,4.625,88.6725
"16139","United Kingdom",635.41,6,12,7,31,20.4970967741935,4.42857142857143,90.7728571428571
"16140","United Kingdom",725.18,1,11,11,35,20.7194285714286,3.18181818181818,65.9254545454545
"16141","United Kingdom",620.4,10,10,1,30,20.68,30,620.4
"16142","United Kingdom",535.34,5,5,1,37,14.4686486486486,37,535.34
"16143","United Kingdom",1949.36,1,9,9,94,20.7378723404255,10.4444444444444,216.595555555556
"16144","United Kingdom",175.2,5,5,1,1,175.2,1,175.2
"16145","United Kingdom",3432.1,1,11,11,203,16.9068965517241,18.4545454545455,312.009090909091
"16146","United Kingdom",734.13,5,8,4,29,25.3148275862069,7.25,183.5325
"16147","United Kingdom",375,8,8,1,22,17.0454545454545,22,375
"16148","United Kingdom",76.32,3,3,1,1,76.32,1,76.32
"16149","United Kingdom",163.68,8,8,1,11,14.88,11,163.68
"16150","United Kingdom",2053.02,1,11,11,117,17.5471794871795,10.6363636363636,186.638181818182
"16152","United Kingdom",1829.04,4,4,1,29,63.0703448275862,29,1829.04
"16153","United Kingdom",1824.23,1,11,11,89,20.4969662921348,8.09090909090909,165.839090909091
"16156","United Kingdom",2806.43,3,12,10,120,23.3869166666667,12,280.643
"16157","United Kingdom",656.69,10,12,3,18,36.4827777777778,6,218.896666666667
"16159","United Kingdom",348.2,4,4,1,14,24.8714285714286,14,348.2
"16160","United Kingdom",1025.44,10,11,2,20,51.272,10,512.72
"16161","United Kingdom",5257.05,1,12,12,457,11.5033916849015,38.0833333333333,438.0875
"16162","United Kingdom",37.4,5,5,1,2,18.7,2,37.4
"16163","United Kingdom",856.6,1,5,5,6,142.766666666667,1.2,171.32
"16164","United Kingdom",822.48,11,12,2,34,24.1905882352941,17,411.24
"16168","United Kingdom",3787.6,1,12,12,98,38.6489795918367,8.16666666666667,315.633333333333
"16169","United Kingdom",1483.95,10,12,3,70,21.1992857142857,23.3333333333333,494.65
"16170","United Kingdom",1885.05,5,11,7,125,15.0804,17.8571428571429,269.292857142857
"16171","United Kingdom",73.2,11,11,1,3,24.4,3,73.2
"16172","United Kingdom",1140.21,5,10,6,69,16.5247826086957,11.5,190.035
"16173","United Kingdom",1418.32,10,12,3,84,16.8847619047619,28,472.773333333333
